Project:,jg_gelma_fibers_recovery_osc,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Test:,85um_fibers_r2,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Result:,Pre-UV recovery,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Interval and data points:,1,38,,,,,,,,,,,,
Interval data:,Point No.,Time,Test Time,Temperature,Storage Modulus,Loss Modulus,Loss Factor,Complex Viscosity,Gap,Normal Force,Torque,Status,Shear Stress,Shear Strain
,,,,,,,,,,,,,,
,,[s],[s],[°C],[Pa],[Pa],[1],[mPa·s],[mm],[N],[µN·m],,[Pa],[%]
,29,22.929,300.6,23.07,118.55,72.497,0.612,22117,0.8,0.02,36.183,"MV-,WMa,TruStrain™",1474.2,1.06E+03
,30,23.536,301.2,23.08,130.59,60.951,0.467,22937,0.8,0.02,36.803,"MV-,WMa,TruStrain™",1499.5,1.04E+03
,31,24.183,301.9,23.08,116.06,177.86,1.53,33801,0.8,0.03,53.408,"WMa,TruStrain™",2176,1.02E+03
,32,24.872,302.6,23.07,89.214,301.32,3.38,50015,0.8,0.03,78.49,"WMa,TruStrain™",3198,1.02E+03
,33,25.604,303.3,23.07,98.492,362.14,3.68,59729,0.8,0.04,93.399,"WMa,TruStrain™",3805.4,1.01E+03
,34,26.384,304.1,23.08,94.643,381.55,4.03,62566,0.8,0.01,97.334,"WMa,TruStrain™",3965.8,1.01E+03
,35,27.214,304.9,23.07,94.857,421.48,4.44,68758,0.8,0.03,106.78,"WMa,TruStrain™",4350.8,1.01E+03
,36,28.097,305.8,23.07,90.456,434.62,4.8,70654,0.8,0.03,109.59,"WMa,TruStrain™",4465.3,1.01E+03
,37,29.036,306.7,23.08,90.196,441.75,4.9,71758,0.8,0.02,111.25,"WMa,TruStrain™",4532.9,1.01E+03
,38,30.036,307.7,23.08,89.977,444.26,4.94,72142,0.8,0.02,111.82,"WMa,TruStrain™",4556.2,1.01E+03
,,,,,,,,,,,,,,
Interval and data points:,3,38,,,,,,,,,,,,
Interval data:,Point No.,Time,Test Time,Temperature,Storage Modulus,Loss Modulus,Loss Factor,Complex Viscosity,Gap,Normal Force,Torque,Status,Shear Stress,Shear Strain
,,,,,,,,,,,,,,
,,[s],[s],[°C],[Pa],[Pa],[1],[mPa·s],[mm],[N],[µN·m],,[Pa],[%]
,1,30.138,307.8,23.08,0.30636,6127.3,2E+04,9.7519E+05,0.8,0.05,1496.8,"ME-,MV-,WMa,taD,TruStrain™",60986,995
,2,30.245,307.9,23.08,714,9447.5,13.2,1.5079E+06,0.8,0,2188.1,"ME-,MV-,WMa,TruStrain™",89152,941
,3,30.358,308.1,23.08,1500.8,9970.1,6.64,1.6047E+06,0.8,0,2039.1,"MV-,WMa,TruStrain™",83082,824
,4,30.479,308.2,23.08,3203.7,12197,3.81,2.0071E+06,0.8,0,2182.5,"MV-,WMa,TruStrain™",88924,705
,5,30.607,308.3,23.08,5807.5,15866,2.73,2.689E+06,0.8,0,2407.7,"MV-,WMa,TruStrain™",98099,581
,6,30.743,308.4,23.08,9918.2,21761,2.19,3.8061E+06,0.8,0,2628.4,"MV-,WMa,TruStrain™",1.0709E+05,448
,7,30.889,308.6,23.08,22365,33344,1.49,6.3901E+06,0.8,0,2745.3,"MV-,WMa,TruStrain™",1.1186E+05,279
,8,31.043,308.7,23.08,69432,20683,0.298,1.153E+07,0.8,0,2645.3,"MV-,WMa,TruStrain™",1.0778E+05,149
,9,31.208,308.9,23.08,0.3988,7975.9,2E+04,1.2694E+06,0.8,0,313.24,"ME-,WMa,TruStrain™",12763,160
,10,31.383,309.1,23.08,2651.5,5110.2,1.93,9.1627E+05,0.8,0,229.82,"MV-,WMa,TruStrain™",9363.5,163
,11,31.569,309.3,23.08,2983.3,14970,5.02,2.4294E+06,0.8,0,553.36,"MV-,WMa,TruStrain™",22546,148
,12,31.768,309.5,23.08,4674.8,32515,6.96,5.2282E+06,0.8,0,816.58,"MV-,WMa,TruStrain™",33270,101
,13,31.979,309.7,23.08,4.0188,80376,2E+04,1.2792E+07,0.8,0,806.86,"ME-,MV-,WMa,taD,TruStrain™",32875,40.9
,14,32.203,309.9,23.08,20.303,4.0607E+05,2E+04,6.4628E+07,0.8,0,502.6,"ME-,MV-,WMa,taD,TruStrain™",20478,5.04
,15,32.442,310.1,23.07,5.0592E+05,25.296,5E-05,8.052E+07,0.8,0,74.59,"ME-,MV-,WMa,taD,TruStrain™",3039.1,0.601
,16,32.696,310.4,23.07,44015,31438,0.714,8.6085E+06,0.8,0,0.66177,"ME-,WMa,TruStrain™",26.963,0.0498
,17,32.967,310.7,23.07,8518.4,499.6,0.0586,1.3581E+06,0.8,0,0.1242,"WMa,TruStrain™",5.0604,0.0593
,18,33.255,310.9,23.08,9497,5885.9,0.62,1.7782E+06,0.8,0,0.17014,"WMa,TruStrain™",6.9323,0.062
,19,33.562,311.3,23.08,13753,11360,0.826,2.839E+06,0.8,0,0.31779,"WMa,TruStrain™",12.948,0.0726
,20,33.888,311.6,23.07,12463,8624.8,0.692,2.4123E+06,0.8,0,0.32567,"WMa,TruStrain™",13.269,0.0875
,21,34.235,311.9,23.07,12658,5149,0.407,2.1749E+06,0.8,0,0.34205,"WMa,TruStrain™",13.937,0.102
,22,34.605,312.3,23.07,12832,2326.3,0.181,2.0756E+06,0.8,0,0.34908,"WMa,TruStrain™",14.223,0.109
,23,34.998,312.7,23.07,12887,328.46,0.0255,2.0518E+06,0.8,0,0.34564,"WMa,TruStrain™",14.083,0.109
,24,35.416,313.1,23.07,13299,649.45,0.0488,2.1191E+06,0.8,0,0.34886,"WMa,TruStrain™",14.214,0.107
,25,35.861,313.6,23.07,13688,301.88,0.0221,2.179E+06,0.8,0,0.35006,"WMa,TruStrain™",14.263,0.104
,26,36.335,314,23.07,13488,623.91,0.0463,2.1489E+06,0.8,0,0.33937,"WMa,TruStrain™",13.827,0.102
,27,36.84,314.5,23.08,13677,547.13,0.04,2.1785E+06,0.8,0,0.34159,"WMa,TruStrain™",13.918,0.102
,28,37.376,315.1,23.08,13426,756.95,0.0564,2.1403E+06,0.8,0,0.33437,"WMa,TruStrain™",13.623,0.101
,29,37.948,315.6,23.08,13403,634.55,0.0473,2.1356E+06,0.8,0,0.33267,"WMa,TruStrain™",13.554,0.101
,30,38.555,316.2,23.08,13570,763.44,0.0563,2.1632E+06,0.8,0,0.3362,"WMa,TruStrain™",13.698,0.101
,31,39.202,316.9,23.07,13768,868.81,0.0631,2.1957E+06,0.8,0,0.34079,"WMa,TruStrain™",13.885,0.101
,32,39.891,317.6,23.08,13892,606.69,0.0437,2.2131E+06,0.8,0,0.34336,"WMa,TruStrain™",13.99,0.101
,33,40.623,318.3,23.08,13815,916.55,0.0663,2.2035E+06,0.8,0,0.34178,"WMa,TruStrain™",13.925,0.101
,34,41.403,319.1,23.07,13352,977.66,0.0732,2.1307E+06,0.8,0,0.33034,"WMa,TruStrain™",13.459,0.101
,35,42.233,319.9,23.07,13493,860.36,0.0638,2.1518E+06,0.8,0,0.33356,"WMa,TruStrain™",13.59,0.101
,36,43.116,320.8,23.07,13480,1069.7,0.0794,2.1522E+06,0.8,0,0.33362,"WMa,TruStrain™",13.593,0.101
,37,44.055,321.7,23.08,13423,845.66,0.063,2.1405E+06,0.8,0,0.33179,"WMa,TruStrain™",13.518,0.101
,38,45.055,322.7,23.07,13760,828.88,0.0602,2.194E+06,0.8,0,0.34003,"WMa,TruStrain™",13.854,0.101
,,,,,,,,,,,,,,
Interval and data points:,4,38,,,,,,,,,,,,
Interval data:,Point No.,Time,Test Time,Temperature,Storage Modulus,Loss Modulus,Loss Factor,Complex Viscosity,Gap,Normal Force,Torque,Status,Shear Stress,Shear Strain
,,,,,,,,,,,,,,
,,[s],[s],[°C],[Pa],[Pa],[1],[mPa·s],[mm],[N],[µN·m],,[Pa],[%]
,1,45.158,322.9,23.07,2.3259E+06,4.845E+05,0.208,3.7813E+08,0.8,-0.08,4091.1,"WMa,TruStrain™",1.6669E+05,7.02
,2,45.265,323,23.07,2.6236E+05,13.118,5E-05,4.1756E+07,0.8,0.29,4737.4,"ME-,WMa,taD,TruStrain™",1.9302E+05,73.6
,3,45.378,323.1,23.07,3.3925E+05,16.963,5E-05,5.3994E+07,0.8,0.05,9452.3,"ME-,MV-,WMa,taD,TruStrain™",3.8512E+05,114
,4,45.499,323.2,23.07,4.8581,97162,2E+04,1.5464E+07,0.8,-0.03,2505.9,"ME-,MV-,WMa,taD,TruStrain™",1.021E+05,105
,5,45.627,323.3,23.07,45303,33965,0.75,9.0116E+06,0.8,0.04,1822.5,"MV-,WMa,TruStrain™",74256,131
,6,45.763,323.5,23.07,19720,12440,0.631,3.7108E+06,0.8,0.05,1518.2,"MV-,WMa,TruStrain™",61858,265
,7,45.909,323.6,23.07,10585,17917,1.69,3.3119E+06,0.8,0.03,2291.1,"WMa,TruStrain™",93349,449
,8,46.063,323.8,23.07,6938.3,18192,2.62,3.0988E+06,0.8,0.03,2892,"WMa,TruStrain™",1.1783E+05,605
,9,46.228,323.9,23.07,17909,5368.1,0.3,2.9757E+06,0.8,0.02,3841.5,"ME-,MV-,WMa,TruStrain™",1.5652E+05,837
,10,46.403,324.1,23.07,1.5767,31534,2E+04,5.0187E+06,0.8,0,8682.7,"ME-,WMa,taD,TruStrain™",3.5377E+05,1.12E+03
,11,46.589,324.3,23.07,0.79068,15814,2E+04,2.5168E+06,0.8,0.04,5532.6,"ME-,WMa,taD,TruStrain™",2.2542E+05,1.43E+03
,12,46.788,324.5,23.07,0.44558,8911.7,2E+04,1.4183E+06,0.8,0.05,3451.6,"ME-,WMa,taD,TruStrain™",1.4063E+05,1.58E+03
,13,46.999,324.7,23.07,5844,0.2922,5E-05,9.301E+05,0.8,0.03,2374.2,"ME-,WMa,taD,TruStrain™",96736,1.66E+03
,14,47.223,324.9,23.07,3082,0.1541,5E-05,4.9052E+05,0.8,0.02,1267.4,"ME-,WMa,taD,TruStrain™",51640,1.68E+03
,15,47.462,325.2,23.07,0.14658,2931.6,2E+04,4.6657E+05,0.8,0.02,1152.2,"ME-,MV-,WMa,taD,TruStrain™",46944,1.6E+03
,16,47.716,325.4,23.07,762.18,2340.3,3.07,3.9172E+05,0.8,0.06,914.62,"ME-,MV-,WMa,TruStrain™",37265,1.51E+03
,17,47.987,325.7,23.07,573.28,2001.8,3.49,3.314E+05,0.8,0.03,737.49,"MV-,WMa,TruStrain™",30048,1.44E+03
,18,48.275,326,23.07,176.05,1548.9,8.8,2.4811E+05,0.8,0.01,529.04,"MV-,WMa,TruStrain™",21555,1.38E+03
,19,48.582,326.3,23.07,118.13,1227.5,10.4,1.9627E+05,0.8,0.05,404.76,"MV-,WMa,TruStrain™",16491,1.34E+03
,20,48.908,326.6,23.08,69.944,1028.7,14.7,1.6411E+05,0.8,0.02,328.1,"MV-,WMa,TruStrain™",13368,1.3E+03
,21,49.255,326.9,23.08,82.671,899.85,10.9,1.4382E+05,0.8,0.02,278.64,"MV-,WMa,TruStrain™",11353,1.26E+03
,22,49.625,327.3,23.08,92.119,789.08,8.57,1.2644E+05,0.8,0.05,238.08,"MV-,WMa,TruStrain™",9700.2,1.22E+03
,23,50.018,327.7,23.07,85.223,674.42,7.91,1.0819E+05,0.8,0.03,198.13,"MV-,WMa,TruStrain™",8072.7,1.19E+03
,24,50.436,328.1,23.07,59.856,573.54,9.58,91778,0.8,0,163.3,"MV-,WMa,TruStrain™",6653.3,1.15E+03
,25,50.881,328.6,23.07,72.921,467.76,6.41,75346,0.8,0.02,129.92,"MV-,WMa,TruStrain™",5293.3,1.12E+03
,26,51.355,329,23.08,102.59,306.89,2.99,51500,0.8,0,86.69,"MV-,WMa,TruStrain™",3532.1,1.09E+03
,27,51.86,329.6,23.07,108.98,129.49,1.19,26936,0.8,0.03,44.538,"MV-,WMa,TruStrain™",1814.6,1.07E+03
,28,52.396,330.1,23.07,118.4,6.1089,0.0516,18869,0.8,0,30.726,"MV-,WMa,TruStrain™",1251.9,1.06E+03
,29,52.968,330.7,23.07,120.12,98.177,0.817,24691,0.8,0.02,39.602,"WMa,TruStrain™",1613.5,1.04E+03
,30,53.575,331.3,23.07,116.1,187.16,1.61,35053,0.8,0.03,55.469,"WMa,TruStrain™",2260,1.03E+03
,31,54.222,331.9,23.07,95.808,277.64,2.9,46745,0.8,0.03,73.327,"WMa,TruStrain™",2987.6,1.02E+03
,32,54.911,332.6,23.07,84.139,361.48,4.3,59070,0.8,0.02,92.348,"WMa,TruStrain™",3762.6,1.01E+03
,33,55.643,333.3,23.07,94.723,386.85,4.08,63387,0.8,0.04,98.794,"WMa,TruStrain™",4025.2,1.01E+03
,34,56.423,334.1,23.07,89.393,406.54,4.55,66249,0.8,0,102.93,"WMa,TruStrain™",4193.9,1.01E+03
,35,57.253,334.9,23.07,91.487,429.55,4.7,69898,0.8,0.03,108.47,"WMa,TruStrain™",4419.5,1.01E+03
,36,58.136,335.8,23.07,89.065,438.09,4.92,71151,0.8,0.03,110.33,"WMa,TruStrain™",4495.4,1.01E+03
,37,59.075,336.8,23.07,87.513,440.59,5.03,71492,0.8,0.03,110.82,"WMa,TruStrain™",4515.4,1.01E+03
,38,60.075,337.8,23.07,86.16,442.51,5.14,71751,0.8,0.03,111.21,"WMa,TruStrain™",4531.2,1.01E+03
,,,,,,,,,,,,,,
Interval and data points:,5,38,,,,,,,,,,,,
Interval data:,Point No.,Time,Test Time,Temperature,Storage Modulus,Loss Modulus,Loss Factor,Complex Viscosity,Gap,Normal Force,Torque,Status,Shear Stress,Shear Strain
,,,,,,,,,,,,,,
,,[s],[s],[°C],[Pa],[Pa],[1],[mPa·s],[mm],[N],[µN·m],,[Pa],[%]
,1,60.177,337.9,23.07,10223,0.51114,5E-05,1.627E+06,0.8,0.28,2517.9,"ME-,MV-,WMa,taD,TruStrain™",1.0259E+05,1E+03
,2,60.284,338,23.07,3398.1,12297,3.62,2.0304E+06,0.8,0,2819,"ME-,MV-,WMa,TruStrain™",1.1486E+05,900
,3,60.397,338.1,23.07,6938,7745.9,1.12,1.655E+06,0.8,0,1993.2,"MV-,WMa,TruStrain™",81212,781
,4,60.518,338.2,23.07,10484,7796.2,0.744,2.0794E+06,0.8,0,2165.9,"MV-,WMa,TruStrain™",88248,675
,5,60.646,338.3,23.07,14869,10150,0.683,2.8653E+06,0.8,0,2376,"MV-,WMa,TruStrain™",96808,538
,6,60.782,338.5,23.07,21684,13560,0.625,4.0704E+06,0.8,0,2433.3,"MV-,WMa,TruStrain™",99143,388
,7,60.928,338.6,23.07,35153,15469,0.44,6.1125E+06,0.8,0,2350.6,"MV-,WMa,TruStrain™",95772,249
,8,61.082,338.8,23.07,67459,29954,0.444,1.1747E+07,0.8,0,2127.2,"MV-,WMa,TruStrain™",86669,117
,9,61.247,338.9,23.07,77375,3.8688,5E-05,1.2315E+07,0.8,0,2777.7,"ME-,WMa,taD,TruStrain™",1.1317E+05,146
,10,61.422,339.1,23.07,10968,0.54839,5E-05,1.7456E+06,0.8,0,404.87,"ME-,MV-,WMa,taD,TruStrain™",16496,150
,11,61.608,339.3,23.07,0.76945,15389,2E+04,2.4492E+06,0.8,0,468.97,"ME-,MV-,WMa,taD,TruStrain™",19108,124
,12,61.807,339.5,23.07,1.711,34219,2E+04,5.4461E+06,0.8,0,682.24,"ME-,MV-,WMa,taD,TruStrain™",27797,81.2
,13,62.018,339.7,23.07,4.3281,86562,2E+04,1.3777E+07,0.8,0,685.18,"ME-,MV-,WMa,taD,TruStrain™",27917,32.3
,14,62.242,339.9,23.07,2.831E+05,14.155,5E-05,4.5057E+07,0.8,0,424.81,"ME-,MV-,WMa,taD,TruStrain™",17308,6.11
,15,62.481,340.2,23.07,2.7181E+05,13.59,5E-05,4.3259E+07,0.8,0,62.335,"ME-,MV-,WMa,taD,TruStrain™",2539.8,0.934
,16,62.735,340.4,23.07,81281,35351,0.435,1.4107E+07,0.8,0,1.0279,"ME-,MV-,WMa,TruStrain™",41.882,0.0473
,17,63.006,340.7,23.07,12611,81.764,0.00648,2.0071E+06,0.8,0,0.17644,"MV-,WMa,TruStrain™",7.189,0.057
,18,63.294,341,23.07,11452,7400.2,0.646,2.1701E+06,0.8,0,0.20241,"WMa,TruStrain™",8.2468,0.0605
,19,63.601,341.3,23.07,13812,12560,0.909,2.9712E+06,0.8,0,0.3228,"WMa,TruStrain™",13.152,0.0705
,20,63.927,341.6,23.07,12107,10228,0.845,2.5225E+06,0.8,0,0.33893,"WMa,TruStrain™",13.809,0.0871
,21,64.274,342,23.07,12526,6224.6,0.497,2.2262E+06,0.8,0,0.35581,"WMa,TruStrain™",14.497,0.104
,22,64.644,342.3,23.07,13090,2509,0.192,2.1213E+06,0.8,0,0.36593,"WMa,TruStrain™",14.909,0.112
,23,65.037,342.7,23.07,13349,339.82,0.0255,2.1252E+06,0.8,0,0.36463,"MV-,WMa,TruStrain™",14.856,0.111
,24,65.455,343.1,23.07,14196,828.84,0.0584,2.2631E+06,0.8,0,0.37636,"MV-,WMa,TruStrain™",15.334,0.108
,25,65.9,343.6,23.07,13639,254.21,0.0186,2.171E+06,0.8,0,0.35162,"MV-,WMa,TruStrain™",14.326,0.105
,26,66.374,344.1,23.07,12521,305.55,0.0244,1.9933E+06,0.8,0,0.31665,"MV-,WMa,TruStrain™",12.901,0.103
,27,66.879,344.6,23.07,13045,172.05,0.0132,2.0764E+06,0.8,0,0.32693,"WMa,TruStrain™",13.32,0.102
,28,67.415,345.1,23.07,13086,547.97,0.0419,2.0845E+06,0.8,0,0.32678,"WMa,TruStrain™",13.314,0.102
,29,67.987,345.7,23.07,13131,1030.6,0.0785,2.0963E+06,0.8,0,0.32752,"WMa,TruStrain™",13.344,0.101
,30,68.594,346.3,23.07,13787,906.16,0.0657,2.199E+06,0.8,0,0.34258,"WMa,TruStrain™",13.958,0.101
,31,69.241,346.9,23.07,13631,707.29,0.0519,2.1723E+06,0.8,0,0.33776,"WMa,TruStrain™",13.762,0.101
,32,69.93,347.6,23.07,13394,521.47,0.0389,2.1334E+06,0.8,0,0.33142,"WMa,TruStrain™",13.503,0.101
,33,70.662,348.4,23.07,13434,741.7,0.0552,2.1413E+06,0.8,0,0.33235,"WMa,TruStrain™",13.541,0.101
,34,71.442,349.1,23.07,13377,692.16,0.0517,2.1319E+06,0.8,0,0.33062,"WMa,TruStrain™",13.471,0.101
,35,72.272,350,23.07,13280,739.43,0.0557,2.1169E+06,0.8,0,0.32819,"WMa,TruStrain™",13.372,0.101
,36,73.155,350.8,23.07,13478,746.29,0.0554,2.1483E+06,0.8,0,0.333,"WMa,TruStrain™",13.568,0.101
,37,74.094,351.8,23.07,13412,700.01,0.0522,2.1375E+06,0.8,0,0.33131,"WMa,TruStrain™",13.499,0.101
,38,75.094,352.8,23.07,13441,826.66,0.0615,2.1432E+06,0.8,0,0.33218,"WMa,TruStrain™",13.534,0.101
,,,,,,,,,,,,,,
Interval and data points:,6,38,,,,,,,,,,,,
Interval data:,Point No.,Time,Test Time,Temperature,Storage Modulus,Loss Modulus,Loss Factor,Complex Viscosity,Gap,Normal Force,Torque,Status,Shear Stress,Shear Strain
,,,,,,,,,,,,,,
,,[s],[s],[°C],[Pa],[Pa],[1],[mPa·s],[mm],[N],[µN·m],,[Pa],[%]
,1,75.196,352.9,23.07,1.5392E+05,4.972E+05,3.23,8.2838E+07,0.8,-0.09,673.54,"WMa,taD,TruStrain™",27442,5.27
,2,75.303,353,23.07,3.0252E+05,15.126,5E-05,4.8148E+07,0.8,0.03,1954,"ME-,MV-,WMa,taD,TruStrain™",79612,26.3
,3,75.416,353.1,23.07,6.027,1.2054E+05,2E+04,1.9185E+07,0.8,-0.01,1130.6,"ME-,MV-,WMa,taD,TruStrain™",46063,38.2
,4,75.537,353.2,23.07,13017,87832,6.75,1.4132E+07,0.8,0,871.96,"MV-,WMa,TruStrain™",35527,40
,5,75.665,353.4,23.07,40736,81241,1.99,1.4464E+07,0.8,0,999.13,"MV-,WMa,TruStrain™",40708,44.8
,6,75.801,353.5,23.07,1.2464E+05,89025,0.714,2.4377E+07,0.8,0.06,2300.4,"MV-,WMa,TruStrain™",93725,61.2
,7,75.947,353.6,23.07,78248,1.2251E+05,1.57,2.3135E+07,0.8,0.02,4769.7,"MV-,WMa,TruStrain™",1.9433E+05,134
,8,76.101,353.8,23.07,4285.2,73584,17.2,1.1731E+07,0.8,0.04,5311.6,"WMa,TruStrain™",2.1641E+05,294
,9,76.266,354,23.07,9339.6,48559,5.2,7.87E+06,0.8,0.01,6217.4,"ME-,WMa,TruStrain™",2.5332E+05,512
,10,76.441,354.1,23.07,1.9236,38473,2E+04,6.1231E+06,0.8,0.01,7615.9,"ME-,WMa,taD,TruStrain™",3.103E+05,807
,11,76.627,354.3,23.07,1.2399,24799,2E+04,3.9468E+06,0.8,0.05,7015.1,"ME-,WMa,taD,TruStrain™",2.8582E+05,1.15E+03
,12,76.826,354.5,23.07,0.98437,19687,2E+04,3.1334E+06,0.8,0.04,7375.1,"ME-,WMa,taD,TruStrain™",3.0049E+05,1.53E+03
,13,77.037,354.7,23.07,0.27852,5570.3,2E+04,8.8655E+05,0.8,0.03,2545.6,"ME-,WMa,taD,TruStrain™",1.0372E+05,1.86E+03
,14,77.261,355,23.07,761.19,148.03,0.194,1.2342E+05,0.8,0.01,373.87,"ME-,MV-,WMa,TruStrain™",15233,1.96E+03
,15,77.5,355.2,23.07,1515.5,2539.1,1.68,4.7062E+05,0.8,0.03,1420.1,"MV-,WMa,TruStrain™",57861,1.96E+03
,16,77.754,355.4,23.07,1839.5,3474.8,1.89,6.2575E+05,0.8,0.06,1829.5,"MV-,WMa,TruStrain™",74542,1.9E+03
,17,78.025,355.7,23.07,1333.3,3455.2,2.59,5.8943E+05,0.8,0.03,1614.1,"MV-,WMa,TruStrain™",65764,1.78E+03
,18,78.313,356,23.07,306.96,2138.2,6.97,3.4379E+05,0.8,0,895.15,"MV-,WMa,TruStrain™",36472,1.69E+03
,19,78.62,356.3,23.07,211.89,1534.8,7.24,2.4659E+05,0.8,0.05,616.46,"MV-,WMa,TruStrain™",25117,1.62E+03
,20,78.946,356.6,23.07,70.153,1313.3,18.7,2.0931E+05,0.8,0.03,505.06,"MV-,WMa,TruStrain™",20578,1.56E+03
,21,79.293,357,23.07,53.868,1240.2,23,1.9758E+05,0.8,0.01,458.79,"MV-,WMa,TruStrain™",18693,1.51E+03
,22,79.663,357.4,23.07,45.443,1188.3,26.1,1.8926E+05,0.8,0.06,423.81,"MV-,WMa,TruStrain™",17268,1.45E+03
,23,80.056,357.8,23.07,48.494,1126.2,23.2,1.7941E+05,0.8,0.04,387.73,"MV-,WMa,TruStrain™",15798,1.4E+03
,24,80.474,358.2,23.07,54.257,1053.4,19.4,1.6787E+05,0.8,0.01,348.85,"MV-,WMa,TruStrain™",14213,1.35E+03
,25,80.919,358.6,23.07,88.778,991.85,11.2,1.5849E+05,0.8,0.02,314.68,"MV-,WMa,TruStrain™",12821,1.29E+03
,26,81.393,359.1,23.07,130.79,876.04,6.7,1.4097E+05,0.8,0,268.79,"MV-,WMa,TruStrain™",10951,1.24E+03
,27,81.898,359.6,23.07,140.71,714.11,5.07,1.1584E+05,0.8,0.02,213.24,"MV-,WMa,TruStrain™",8688,1.19E+03
,28,82.434,360.1,23.07,129.77,566.25,4.36,92458,0.8,0,164.45,"MV-,WMa,TruStrain™",6700.5,1.15E+03
,29,83.006,360.7,23.07,124.75,418.78,3.36,69545,0.8,0.03,119.54,"MV-,WMa,TruStrain™",4870.5,1.11E+03
,30,83.613,361.3,23.07,111.51,254.87,2.29,44277,0.8,0.04,73.783,"MV-,WMa,TruStrain™",3006.2,1.08E+03
,31,84.26,362,23.07,82.81,68.282,0.825,17082,0.8,0.03,27.809,"MV-,WMa,TruStrain™",1133,1.06E+03
,32,84.949,362.6,23.07,83.54,114.39,1.37,22543,0.8,0.02,36.231,"WMa,TruStrain™",1476.2,1.04E+03
,33,85.681,363.4,23.07,112.84,198.9,1.76,36395,0.8,0.05,57.631,"WMa,TruStrain™",2348.1,1.03E+03
,34,86.461,364.2,23.07,91.18,294.13,3.23,49010,0.8,0,76.799,"WMa,TruStrain™",3129.1,1.02E+03
,35,87.291,365,23.07,98.648,370.62,3.76,61040,0.8,0.02,95.149,"WMa,TruStrain™",3876.7,1.01E+03
,36,88.174,365.9,23.07,90.324,411.98,4.56,67125,0.8,0.03,104.31,"WMa,TruStrain™",4250.2,1.01E+03
,37,89.113,366.8,23.07,86.979,429.68,4.94,69773,0.8,0.03,108.24,"WMa,TruStrain™",4410.2,1.01E+03
,38,90.113,367.8,23.07,86.769,440.82,5.08,71505,0.8,0.03,110.86,"WMa,TruStrain™",4516.8,1.01E+03
,,,,,,,,,,,,,,
Interval and data points:,7,38,,,,,,,,,,,,
Interval data:,Point No.,Time,Test Time,Temperature,Storage Modulus,Loss Modulus,Loss Factor,Complex Viscosity,Gap,Normal Force,Torque,Status,Shear Stress,Shear Strain
,,,,,,,,,,,,,,
,,[s],[s],[°C],[Pa],[Pa],[1],[mPa·s],[mm],[N],[µN·m],,[Pa],[%]
,1,90.215,367.9,23.07,20783,1.0391,5E-05,3.3077E+06,0.8,0.27,5087.5,"ME-,MV-,WMa,taD,TruStrain™",2.0728E+05,997
,2,90.322,368,23.07,1793.8,20010,11.2,3.1974E+06,0.8,0.07,4500.9,"ME-,MV-,WMa,TruStrain™",1.8338E+05,913
,3,90.435,368.1,23.07,8299.7,8251.5,0.994,1.8627E+06,0.8,0,2330.2,"MV-,WMa,TruStrain™",94942,811
,4,90.556,368.3,23.07,13855,7314.7,0.528,2.4936E+06,0.8,0,2635.7,"MV-,WMa,TruStrain™",1.0739E+05,685
,5,90.684,368.4,23.07,18287,9228.5,0.505,3.26E+06,0.8,0,2784,"MV-,WMa,TruStrain™",1.1343E+05,554
,6,90.82,368.5,23.07,25659,11938,0.465,4.5042E+06,0.8,0,2773.8,"MV-,WMa,TruStrain™",1.1301E+05,399
,7,90.966,368.7,23.07,49516,12320,0.249,8.121E+06,0.8,0,2623.1,"MV-,WMa,TruStrain™",1.0688E+05,209
,8,91.12,368.8,23.07,96544,42192,0.437,1.6769E+07,0.8,0,2488.2,"MV-,WMa,TruStrain™",1.0138E+05,96.2
,9,91.285,369,23.07,1.4652E+05,7.3259,5E-05,2.3319E+07,0.8,0,4929.4,"ME-,MV-,WMa,taD,TruStrain™",2.0084E+05,137
,10,91.46,369.2,23.07,0.61457,12291,2E+04,1.9562E+06,0.8,0,458.12,"ME-,WMa,taD,TruStrain™",18665,152
,11,91.646,369.3,23.07,1.2732,25464,2E+04,4.0527E+06,0.8,0,755.78,"ME-,WMa,taD,TruStrain™",30793,121
,12,91.845,369.5,23.07,2.9447,58893,2E+04,9.3732E+06,0.8,0,1052,"ME-,WMa,taD,TruStrain™",42864,72.8
,13,92.056,369.8,23.07,7.477,1.4954E+05,2E+04,2.38E+07,0.8,0,1280.3,"ME-,WMa,taD,TruStrain™",52163,34.9
,14,92.28,370,23.07,18.317,3.6634E+05,2E+04,5.8304E+07,0.8,0,1387.4,"ME-,WMa,taD,TruStrain™",56526,15.4
,15,92.519,370.2,23.07,1.2918E+06,64.59,5E-05,2.056E+08,0.8,0,809.3,"ME-,WMa,taD,TruStrain™",32974,2.55
,16,92.773,370.5,23.07,529.79,1.0596E+07,2E+04,1.6864E+09,0.8,0,66.825,"ME-,MV-,WMa,TruStrain™",2722.7,0.0257
,17,93.044,370.7,23.07,1.0107E+05,24009,0.238,1.6533E+07,0.8,0,1.3771,"MV-,WMa,TruStrain™",56.106,0.054
,18,93.332,371,23.07,12878,13607,1.06,2.9817E+06,0.8,0,0.27638,"MV-,WMa,TruStrain™",11.261,0.0601
